segment,fold
O66SdGY7618_000052_000062,4
O7K8ri5ondg_000548_000558,2
O7e3zY0_g0E_000028_000038,4
OFAXHJ9D4r0_000043_000053,2
OOHxZTPGauQ_000413_000423,3
OONV768bbO4_000025_000035,3
OXyRdb0HqSs_000017_000027,0
OYRAR2L75Gs_000125_000135,1
OiSQSjoMIg4_000020_000030,2
OtTC0YgD3Ng_000034_000044,0
P22og6c-P4s_000357_000367,3
P7bTorOxTlM_000029_000039,3
P9PNBdPcp4E_000138_000148,0
PKN4CC8djkc_000024_000034,1
PLdCMOubh8U_000153_000163,2
PaRg6oozKJA_000223_000233,1
Py0nNRluCZU_000194_000204,0
Q4f4QwYaS7o_000018_000028,0
QHQKLjqEiMg_000000_000010,0
QIsht_-OZz0_000031_000041,0
QKITZci292U_000143_000153,3
QPAz1mNL-YY_000056_000066,0
QSWTKi1chX0_000023_000033,0
QrmP5cZV9zc_000068_000078,3
QxuKMrzx3pc_000135_000145,1
R7VnpBTx7DI_000231_000241,3
RDyJ_u8HGRE_001084_001094,1
Rf_qFFyjXgo_000110_000120,0
RgfRTR4DPR4_000035_000045,0
RmZx_AleDWk_000148_000158,0
SVoaH53gMEk_000054_000064,2
T0-tK90GSVs_000042_000052,4
T7nQX8gxsBI_000071_000081,2
TF0brHb5dsY_000161_000171,2
TeOXyKTbeuE_000220_000230,3
U0Jd4tJCdpI_000139_000149,0
U8Ig8dHnf7M_000073_000083,4
UGckTSANoQw_000260_000270,3
US9JwK1FV4M_000116_000126,0
Ui-lG01v6zA_000110_000120,3
UkBLgYFdFBY_000022_000032,1
VEhUCQQPYGw_000132_000142,3
VM35dzB-Qis_000075_000085,3
VMD_0tbzhVI_000204_000214,2
VOOAyicRyzE_000263_000273,2
VOft9zJ_k_0_000042_000052,2
Vo1Ezk5nSXc_000231_000241,1
VqXB_SsG4r4_000033_000043,2
WNJllZwYjSI_000282_000292,2
WQMsEZzDhps_000113_000123,2
WU3Aoan76o0_000048_000058,4
WaIcPYknUXI_000088_000098,0
Wtxi9T39SK0_000011_000021,0
WwWLpgRvtBE_000029_000039,4
X8evkyr2ca4_000047_000057,0
XDTrJAEzYn0_000046_000056,2
XXiskIAQZDg_000078_000088,0
XlBsfeCEHGU_000017_000027,2
XpngIYFsShw_000168_000178,1
ZJJzpBjxCyI_000047_000057,4
ZT7QbHYS18k_000117_000127,3
_3Y8zVeaFjk_000016_000026,0
_FnzU8-PWr4_000106_000116,1
_Hs_3qhzbS4_000017_000027,4
_dtc9eFUA_g_000132_000142,4
_i3F7udCvqs_000019_000029,1
a0CR9Lg6kqY_000031_000041,4
a3ELuC7xQRw_000000_000010,2
a55H_ect_Ig_000075_000085,0
aCNa4tUUFUE_000024_000034,1
aFkAC3I0dBM_000012_000022,3
aLEQBgZzvXo_000120_000130,0
aQYhD3AhMVA_000025_000035,2
aR8myR4XXdg_000016_000026,4
aVcUPlNEOS8_000042_000052,4
a_G3DwUJCyM_000087_000097,3
aeyjQzA8Oow_000016_000026,0
ahVmr51SZQk_000013_000023,3
aiK2bo2SuSI_000044_000054,0
ajs8SxwZdeI_000036_000046,0
akljkYoXDqY_000152_000162,0
altYSprtrfI_000018_000028,0
amPQKZ28Fa4_000166_000176,2
aruKovxBivI_000028_000038,4
auyhtpJYFG4_000016_000026,1
aznEq7FtWJc_000222_000232,2
b1WGpNSkLGA_000231_000241,3
b4FNJPHzkuU_000031_000041,0
b7f5N65Hc7s_000140_000150,4
bEDIkXI99jg_000223_000233,0
bGUbpLDFiYY_000017_000027,0
bHepcm-nWNY_000045_000055,1
bMECHvZh79Y_000010_000020,0
bX0f0h9LXCo_000388_000398,4
bXXazoLJOPs_000017_000027,4
baQImRh8h4A_000073_000083,4
beZ9XETeecI_000024_000034,2
bi9QbO3qAY8_000249_000259,0
bmkhksncPwA_000012_000022,1
bp8HkS64wnc_000079_000089,4
bpreIIDbeHA_000174_000184,1
bsqAml2p1ik_000077_000087,2
c-GUe47inss_000028_000038,1
c-W-Ik2tqyI_000184_000194,3
c3i14VUn1r4_000021_000031,1
c62U4ecupac_000219_000229,2
cDpnC6usogk_000118_000128,1
cEWmb_1hOZU_000146_000156,1
cHP0hKqhD4c_000047_000057,4
cKVjwADNL_Q_000111_000121,2
cfiZMrnbCyI_000172_000182,2
cjEqPAZrgRk_000013_000023,1
cpp3plWzHX8_000035_000045,0
d2iZ6O-hJuA_000149_000159,1
d8V9Dl1ifv0_000060_000070,4
dBS8yotfoZk_000016_000026,3
dCzaKaPHjmY_000139_000149,4
dEXgJS_YsNo_000050_000060,2
dFXfe-Vuh7Q_000132_000142,0
dFmJjOvxp70_000021_000031,0
dLzXlXLJ-c8_000828_000838,4
dYzntsfBp4g_000012_000022,4
dhdswSvbc5o_000018_000028,4
dsemzOQtN60_000038_000048,4
e-YTaNkizuE_000311_000321,4
eBr1Pw85Vbo_000077_000087,2
eJEayF27NbI_000421_000431,2
eMASzOu6M00_000044_000054,3
eMnvf1L9ZxI_000024_000034,1
eb-lPOpFSdA_000028_000038,4
elWljMmyqxo_000736_000746,3
f0cl5063ApE_000039_000049,2
fHdKkkFs_Qg_000055_000065,1
fLRs1xfn29c_000032_000042,4
fQtM9snAu0w_000087_000097,3
fR6L9KCX-uA_000010_000020,3
fZBczGKKUr8_000208_000218,2
fc8hRXDtYNs_000016_000026,1
fu89tLZV7dQ_000128_000138,1
g1PzXHRAO1s_000032_000042,3
g3Lr_H194Ic_000468_000478,3
g8BtmVBwJrY_000035_000045,0
gBLj-uk3-Gc_000038_000048,2
gEZPz_goLOI_000184_000194,4
gQhgO6Ei5no_000028_000038,2
gSqB6HR2X3Y_000216_000226,0
gcaQeqj-NBw_000015_000025,4
gdx3HGY1LpI_000014_000024,1
ggKc_BzErzk_000075_000085,0
gxTDPcTmJ18_000063_000073,3
h0NHYiskOI8_000289_000299,0
h0Zgkh5UuZY_000037_000047,2
h4hp0ZO9aMs_000013_000023,1
h7GFBYvjPtw_000028_000038,4
hA0jRJdqcWU_000073_000083,4
hJWiPr8L2ww_000026_000036,2
hcOZu1lFToE_000110_000120,3
hcWNl2P4C7I_000054_000064,2
hggjGDItPe0_000026_000036,2
hhFkFE8BfY4_000059_000069,4
hiB9tbWKdFc_000016_000026,0
hiwHaCxf89I_000221_000231,4
hqMseeTi3Ys_000045_000055,3
hsoQPRhzVaM_000028_000038,1
hv4PLiGaDuM_000882_000892,1
hwrxvV2Fams_000050_000060,4
i2wcH-0PuCI_000208_000218,1
i4Osn7FHahI_000148_000158,3
iTO7UqK800g_000014_000024,2
iXba-lSm7ls_000154_000164,1
iq4nxJ4KLQQ_000013_000023,0
j-EGIuzm1L0_000025_000035,1
j-xqBmqVikg_000037_000047,3
j4_9N4R3XvA_000122_000132,1
j94w0bVbHi4_000240_000250,3
j9RLAeGdvcs_000013_000023,2
jD3SFlzHD_c_000015_000025,4
jM1CmNP88xY_000012_000022,3
jthSZkzBckY_000015_000025,2
k1RuytNorL0_000057_000067,1
kEtlPacwlHw_000049_000059,0
kY8yk2GXzBo_000023_000033,4
klsUZldmfjU_000023_000033,0
kpw7h8IRcOc_000017_000027,0
kwstVnb_-bk_000012_000022,2
l96sqBRNOwQ_000216_000226,2
lKN3YyJiuxo_000013_000023,2
lVvAWn9qc4U_000018_000028,0
lf5Epuf_tEs_000012_000022,1
li5Cw9DZRuY_000035_000045,3
liq6hwlakA0_000125_000135,3
ltM2yunLQy4_000030_000040,3
luLJ_Tp6J14_000196_000206,4
lut94Jx_dTs_000203_000213,3
lxJEsJtP_iU_000047_000057,2
lz_wbCmr57Y_000013_000023,4
m2mUmnQvKy0_000275_000285,1
mX6Th2tMwiw_000155_000165,3
mdkd1IddZvs_000035_000045,2
mqFFZ1IVrmE_000015_000025,2
muUw_brH3RU_000028_000038,1
mwsO3qLdE0I_000062_000072,0
mxrP2eHIAe4_000187_000197,4
mzsKVWptfZw_000180_000190,1
n0ku93VJCyE_000084_000094,3
n151n47wObE_000060_000070,4
n9Bpq44DJ1M_000020_000030,3
nGLufPPGeQU_000394_000404,0
nQLkbhLTlOY_000030_000040,0
nTineqpMAIg_000012_000022,2
naGxqDINHVs_000030_000040,3
ndWJaRSGyCE_000074_000084,1
nfgNHDoCgIo_000016_000026,1
ngDneGNbPVw_000064_000074,4
nox1IQJj3HE_000085_000095,3
nrRUxVXfmYQ_000158_000168,1
nv6T2QKiLlM_000028_000038,2
nx3_Hi4wCvE_000081_000091,1
nxxBbyagvpQ_000042_000052,3
o5Paq3gw16I_000088_000098,1
o8J_BjZKe_0_000010_000020,2
oJZqiPU7GQ8_000027_000037,2
oMiIppOnlV0_000018_000028,3
oNeGb2i2Qjo_000012_000022,0
oR8-fg7iRKI_000024_000034,4
oTCio7AcabE_000061_000071,3
oYjvQgbufAI_000073_000083,0
o_qjWi-_S1w_000577_000587,3
ocj3R8Dd_EU_000075_000085,1
oq39N4p9YNI_000074_000084,3
p3AWpO5V-fA_000200_000210,3
pW6sZWSNIPE_000508_000518,2
q-IrpfHSkJU_000041_000051,3
q-Rl2PxHS1I_000028_000038,3
q0yrRIDFiKQ_000159_000169,0
q4-bcOm0TSQ_000024_000034,2
qBqOlRtGrVE_000018_000028,4
qIDD1oaEjAY_000075_000085,1
qQunn0Q9iOM_000089_000099,4
q_UnWRq5sd0_000081_000091,4
r0oLCcQTvg4_000041_000051,1
rMoGZYsKHR4_000028_000038,1
rPimHUYctrE_000018_000028,4
rQFNdqdK5nY_000080_000090,0
rYolNnf9RN8_000456_000466,4
rf6fAxoqDiI_000016_000026,3
s4MzGCYB9SM_000260_000270,4
s5_LxoUly64_000011_000021,2
s8Snl57Bing_000318_000328,3
sBI9rQNgLHU_000017_000027,3
sbDpaGgemns_000017_000027,3
sgTTVpzSQNs_000014_000024,2
ssOVkxY4QIY_000019_000029,4
sw6y1HnupI0_000012_000022,1
swJy3qU2mJA_000182_000192,4
sxFdYZu7tnk_000171_000181,0
sz5fC707VT8_000596_000606,1
t2yC629YMwM_000462_000472,4
t74X_xyu3X4_000118_000128,3
tb3OmPnnt3s_000000_000010,1
uDDeabsWf2k_000076_000086,1
uDH8F4gOCzg_000016_000026,0
uQ3ZBJp36wg_000030_000040,1
uU7lehxB8m4_000076_000086,4
ubIF4v4dS4Y_000019_000029,1
ucdrPWwTjDk_000026_000036,0
uj1HZfUqfdI_000443_000453,3
uwIJiMYd4oc_000042_000052,4
vEeLKN-gV6A_000012_000022,0
vZU-4b-mzZc_000102_000112,2
vnB5ztbU5xo_000021_000031,1
vs_FrYIZImk_000018_000028,3
w3IjIOztwHI_000044_000054,0
w8qSq4GP-xg_000015_000025,4
w9j5uYXvWOw_000029_000039,2
wDlmtyA2534_001676_001686,2
wdsjrEE5VHk_000120_000130,0
wfAUV2Mf3WM_000081_000091,1
wfkSIyQbdOk_000036_000046,1
wlzuoE8XyBg_000672_000682,4
wrqF9QVRe_A_000173_000183,0
wsVYq5_P-aI_000147_000157,3
x1uTxc4FxfU_000055_000065,3
xML-oYjiZb0_000025_000035,3
xWEXU1vu59w_000142_000152,3
xaCKa-iRLNo_000048_000058,3
yh3TAYllUw8_000119_000129,4
z0u4kWls940_000040_000050,3
zMhnpmpsElw_000035_000045,3
ziYCFGQvL4I_000018_000028,1
