segment,fold
tabletennis:match27:013,0
tabletennis:match27:014,2
tabletennis:match27:015,3
tabletennis:match27:016,2
tabletennis:match27:017,3
tabletennis:match27:018,0
tabletennis:match27:019,1
tabletennis:match28:001,2
tabletennis:match28:002,1
tabletennis:match28:003,3
tabletennis:match28:004,4
tabletennis:match28:005,2
tabletennis:match28:006,3
tabletennis:match28:007,1
tabletennis:match28:008,0
tabletennis:match28:009,2
tabletennis:match28:010,4
tabletennis:match28:011,2
tabletennis:match28:012,1
tabletennis:match28:013,4
tabletennis:match28:014,1
tabletennis:match28:015,3
tabletennis:match28:016,2
tabletennis:match29:002,3
tabletennis:match29:003,0
tabletennis:match29:004,3
tabletennis:match29:005,3
tabletennis:match29:006,2
tabletennis:match29:007,0
tabletennis:match29:008,3
tabletennis:match29:009,4
tabletennis:match29:010,2
tabletennis:match29:011,2
tabletennis:match29:012,4
tabletennis:match29:013,3
tabletennis:match29:014,0
tabletennis:match29:015,2
tabletennis:match29:016,2
tabletennis:match29:017,4
tabletennis:match29:018,4
tabletennis:match29:019,1
tabletennis:match2:002,2
tabletennis:match2:003,3
tabletennis:match2:004,1
tabletennis:match2:005,2
tabletennis:match2:006,4
tabletennis:match2:007,2
tabletennis:match2:008,0
tabletennis:match2:009,0
tabletennis:match2:010,2
tabletennis:match2:011,3
tabletennis:match2:012,2
tabletennis:match2:013,3
tabletennis:match2:014,1
tabletennis:match2:015,3
tabletennis:match2:016,0
tabletennis:match2:017,3
tabletennis:match2:018,0
tabletennis:match2:019,2
tabletennis:match30:002,4
tabletennis:match30:003,0
tabletennis:match30:004,2
tabletennis:match30:005,2
tabletennis:match30:006,2
tabletennis:match30:007,0
tabletennis:match30:008,0
tabletennis:match30:009,3
tabletennis:match30:010,2
tabletennis:match30:011,3
tabletennis:match30:012,4
tabletennis:match30:013,2
tabletennis:match30:014,3
tabletennis:match30:015,2
tabletennis:match30:016,2
tabletennis:match30:017,0
tabletennis:match30:018,3
tabletennis:match30:019,4
tabletennis:match31:002,4
tabletennis:match31:003,1
tabletennis:match31:004,0
tabletennis:match31:005,4
tabletennis:match31:006,1
tabletennis:match31:007,1
tabletennis:match31:008,4
tabletennis:match31:009,4
tabletennis:match31:010,4
tabletennis:match31:011,0
tabletennis:match31:012,1
tabletennis:match31:013,4
tabletennis:match31:014,2
tabletennis:match31:015,1
tabletennis:match31:016,4
tabletennis:match31:017,2
tabletennis:match31:018,3
tabletennis:match31:019,0
tabletennis:match32:001,3
tabletennis:match32:002,0
tabletennis:match32:003,2
tabletennis:match32:004,4
tabletennis:match32:005,0
tabletennis:match32:006,1
tabletennis:match32:007,0
tabletennis:match32:008,0
tabletennis:match32:009,1
tabletennis:match32:010,0
tabletennis:match32:011,2
tabletennis:match33:002,4
tabletennis:match33:003,3
tabletennis:match33:004,2
tabletennis:match33:005,2
tabletennis:match33:006,2
tabletennis:match33:007,1
tabletennis:match33:008,3
tabletennis:match33:009,4
tabletennis:match33:010,0
tabletennis:match33:011,0
tabletennis:match33:012,1
tabletennis:match33:013,4
tabletennis:match33:014,3
tabletennis:match33:015,0
tabletennis:match33:016,0
tabletennis:match33:017,2
tabletennis:match33:018,4
tabletennis:match33:019,0
tabletennis:match34:001,1
tabletennis:match34:002,0
tabletennis:match34:003,0
tabletennis:match34:004,0
tabletennis:match34:005,1
tabletennis:match34:006,3
tabletennis:match34:007,4
tabletennis:match34:008,0
tabletennis:match35:002,4
tabletennis:match35:003,3
tabletennis:match35:004,1
tabletennis:match35:005,4
tabletennis:match35:006,4
tabletennis:match35:007,2
tabletennis:match35:008,4
tabletennis:match35:009,0
tabletennis:match35:010,1
tabletennis:match35:011,3
tabletennis:match35:012,4
tabletennis:match35:013,1
tabletennis:match35:014,4
tabletennis:match35:015,3
tabletennis:match35:016,1
tabletennis:match35:017,0
tabletennis:match35:018,1
tabletennis:match35:019,4
tabletennis:match36:002,3
tabletennis:match36:003,2
tabletennis:match36:004,1
tabletennis:match36:005,3
tabletennis:match36:006,1
tabletennis:match36:008,3
tabletennis:match36:009,2
tabletennis:match36:010,2
tabletennis:match36:011,2
tabletennis:match36:012,0
tabletennis:match36:013,3
tabletennis:match36:014,2
tabletennis:match36:015,3
tabletennis:match36:016,3
tabletennis:match36:017,1
tabletennis:match36:018,2
tabletennis:match36:019,4
tabletennis:match37:001,4
tabletennis:match37:002,3
tabletennis:match37:003,4
tabletennis:match38:002,0
tabletennis:match38:003,2
tabletennis:match38:004,2
tabletennis:match38:005,2
tabletennis:match38:006,0
tabletennis:match38:007,1
tabletennis:match38:008,2
tabletennis:match38:009,3
tabletennis:match38:010,1
tabletennis:match38:011,0
tabletennis:match38:012,4
tabletennis:match38:013,1
tabletennis:match38:014,1
tabletennis:match38:015,4
tabletennis:match38:016,1
tabletennis:match38:017,0
tabletennis:match38:018,4
tabletennis:match38:019,4
tabletennis:match39:001,1
tabletennis:match39:002,1
tabletennis:match39:003,1
tabletennis:match39:004,3
tabletennis:match39:005,4
tabletennis:match39:006,3
tabletennis:match39:007,1
tabletennis:match39:008,0
tabletennis:match3:001,3
tabletennis:match3:002,0
tabletennis:match40:001,2
tabletennis:match40:002,3
tabletennis:match40:003,4
tabletennis:match40:004,2
tabletennis:match40:005,2
tabletennis:match40:006,3
tabletennis:match40:007,1
tabletennis:match40:008,4
tabletennis:match40:009,3
tabletennis:match40:010,1
tabletennis:match40:011,3
tabletennis:match41:001,0
tabletennis:match41:002,4
tabletennis:match41:003,4
tabletennis:match41:004,4
tabletennis:match41:005,0
tabletennis:match41:006,1
tabletennis:match41:007,0
tabletennis:match41:008,0
tabletennis:match41:009,2
tabletennis:match41:010,2
tabletennis:match41:011,3
tabletennis:match41:012,0
tabletennis:match41:013,4
tabletennis:match41:014,1
tabletennis:match42:001,0
tabletennis:match42:002,0
tabletennis:match42:003,3
tabletennis:match42:004,4
tabletennis:match42:005,4
tabletennis:match42:006,2
tabletennis:match42:007,4
tabletennis:match42:008,2
tabletennis:match43:001,3
tabletennis:match43:002,4
tabletennis:match43:003,2
tabletennis:match43:004,2
tabletennis:match44:002,1
tabletennis:match44:003,0
tabletennis:match44:004,0
tabletennis:match44:005,1
tabletennis:match44:006,4
tabletennis:match44:007,0
tabletennis:match44:008,1
tabletennis:match44:009,4
tabletennis:match44:010,0
tabletennis:match44:011,1
tabletennis:match44:012,3
tabletennis:match44:013,1
tabletennis:match44:014,2
tabletennis:match44:015,1
tabletennis:match44:016,0
tabletennis:match44:017,0
tabletennis:match44:018,4
tabletennis:match44:019,3
tabletennis:match45:001,0
tabletennis:match46:002,4
tabletennis:match46:003,0
tabletennis:match46:004,0
tabletennis:match46:005,4
tabletennis:match46:006,2
tabletennis:match46:007,2
tabletennis:match46:008,0
tabletennis:match46:009,4
tabletennis:match46:010,1
tabletennis:match46:011,3
tabletennis:match46:012,2
tabletennis:match46:013,3
tabletennis:match46:014,4
tabletennis:match46:015,1
tabletennis:match46:016,2
tabletennis:match46:017,4
tabletennis:match46:018,3
tabletennis:match46:019,3
tabletennis:match47:001,0
tabletennis:match47:002,2
tabletennis:match47:003,0
tabletennis:match47:004,2
tabletennis:match47:005,0
tabletennis:match47:006,1
tabletennis:match47:007,4
tabletennis:match48:001,1
tabletennis:match48:002,1
tabletennis:match48:003,0
tabletennis:match48:004,4
tabletennis:match48:005,0
tabletennis:match48:006,2
tabletennis:match49:001,3
tabletennis:match49:002,0
tabletennis:match49:003,4
tabletennis:match49:004,2
tabletennis:match49:005,1
tabletennis:match49:006,1
tabletennis:match49:007,0
tabletennis:match49:008,4
tabletennis:match49:009,2
tabletennis:match49:010,0
tabletennis:match49:011,2
tabletennis:match49:012,2
tabletennis:match49:013,4
tabletennis:match4:002,1
tabletennis:match4:003,0
tabletennis:match4:004,0
tabletennis:match4:005,2
tabletennis:match4:006,1
tabletennis:match4:007,4
tabletennis:match4:008,0
tabletennis:match4:009,0
tabletennis:match4:010,4
tabletennis:match4:011,2
tabletennis:match4:012,2
tabletennis:match4:013,3
tabletennis:match4:014,1
tabletennis:match4:015,1
tabletennis:match4:016,1
tabletennis:match4:017,2
tabletennis:match4:018,3
tabletennis:match4:019,4
tabletennis:match50:001,4
tabletennis:match50:002,1
tabletennis:match50:003,3
tabletennis:match50:004,0
tabletennis:match50:005,1
tabletennis:match5:002,1
tabletennis:match5:003,4
tabletennis:match5:004,0
tabletennis:match5:005,3
tabletennis:match5:006,1
tabletennis:match5:007,4
tabletennis:match5:008,2
tabletennis:match5:009,3
tabletennis:match5:010,3
tabletennis:match5:011,0
tabletennis:match5:012,0
tabletennis:match5:013,3
tabletennis:match5:014,1
tabletennis:match5:015,1
tabletennis:match5:016,4
tabletennis:match5:017,3
tabletennis:match5:018,4
tabletennis:match5:019,1
tabletennis:match6:001,1
tabletennis:match6:002,0
tabletennis:match6:003,1
tabletennis:match6:004,4
tabletennis:match6:005,4
tabletennis:match6:006,1
tabletennis:match6:007,4
tabletennis:match6:008,0
tabletennis:match6:009,3
tabletennis:match6:010,4
tabletennis:match6:011,2
tabletennis:match6:012,3
tabletennis:match7:001,4
tabletennis:match7:002,0
tabletennis:match7:003,0
tabletennis:match7:004,3
tabletennis:match7:005,3
tabletennis:match7:006,0
tabletennis:match7:007,0
tabletennis:match7:008,4
tabletennis:match7:009,0
tabletennis:match7:010,4
tabletennis:match8:002,2
tabletennis:match8:003,3
tabletennis:match8:004,4
tabletennis:match8:005,0
tabletennis:match8:006,1
tabletennis:match8:007,1
tabletennis:match8:008,3
tabletennis:match8:009,2
tabletennis:match8:010,4
tabletennis:match8:011,2
tabletennis:match8:012,0
tabletennis:match8:013,4
tabletennis:match8:014,3
tabletennis:match8:015,4
tabletennis:match8:016,0
tabletennis:match8:017,0
tabletennis:match8:018,2
tabletennis:match8:019,1
tabletennis:match9:002,0
tabletennis:match9:003,3
tabletennis:match9:004,3
tabletennis:match9:005,0
tabletennis:match9:006,1
tabletennis:match9:007,0
tabletennis:match9:008,1
tabletennis:match9:009,1
tabletennis:match9:010,1
tabletennis:match9:011,3
tabletennis:match9:012,3
tabletennis:match9:013,1
tabletennis:match9:014,3
tabletennis:match9:015,1
tabletennis:match9:016,1
tabletennis:match9:017,4
tabletennis:match9:018,0
tabletennis:match9:019,0
tennis:match172:000,3
tennis:match173:000,1
tennis:match174:000,2
tennis:match175:000,1
tennis:match176:000,3
tennis:match177:000,4
tennis:match178:000,3
tennis:match179:000,1
tennis:match180:000,0
tennis:match181:000,4
tennis:match182:000,4
tennis:match183:000,2
tennis:match184:000,0
tennis:match185:000,4
tennis:match186:000,1
tennis:match187:000,2
tennis:match188:000,0
tennis:match189:000,3
tennis:match18:000,2
tennis:match190:000,3
tennis:match191:000,4
tennis:match192:000,4
tennis:match193:000,3
tennis:match194:000,2
tennis:match195:000,0
tennis:match196:000,2
tennis:match197:000,4
tennis:match198:000,4
tennis:match199:000,0
tennis:match19:000,1
tennis:match200:000,3
tennis:match201:000,3
tennis:match202:000,0
tennis:match203:000,2
tennis:match204:000,0
tennis:match205:000,0
tennis:match206:000,3
tennis:match207:000,1
tennis:match208:000,3
tennis:match209:000,0
tennis:match20:000,1
tennis:match210:000,4
tennis:match211:000,1
tennis:match212:000,1
tennis:match213:000,0
tennis:match214:000,3
tennis:match215:000,2
tennis:match216:000,1
tennis:match217:000,4
tennis:match218:000,2
tennis:match219:000,2
tennis:match21:000,4
tennis:match220:000,1
tennis:match221:000,2
tennis:match222:000,0
tennis:match223:000,3
tennis:match225:000,0
tennis:match226:000,4
tennis:match227:000,2
tennis:match228:000,1
tennis:match229:000,1
tennis:match22:000,0
tennis:match230:000,3
tennis:match231:000,3
tennis:match232:000,2
tennis:match233:000,0
tennis:match234:000,4
tennis:match235:000,4
tennis:match236:000,3
tennis:match237:000,0
tennis:match238:000,0
tennis:match23:000,2
tennis:match240:000,4
tennis:match241:000,0
tennis:match242:000,0
tennis:match243:000,4
tennis:match244:000,3
tennis:match245:000,1
tennis:match246:000,0
tennis:match247:000,1
tennis:match248:000,3
tennis:match249:000,3
tennis:match24:000,3
tennis:match250:000,0
tennis:match251:000,0
tennis:match252:000,4
tennis:match253:000,4
tennis:match254:000,4
tennis:match255:000,0
tennis:match256:000,3
tennis:match257:000,2
tennis:match258:000,3
tennis:match259:000,1
tennis:match25:000,0
tennis:match260:000,0
tennis:match261:000,1
tennis:match262:000,0
tennis:match263:000,4
tennis:match264:000,4
tennis:match265:000,0
tennis:match266:000,0
tennis:match267:000,1
tennis:match268:000,1
tennis:match269:000,3
tennis:match26:000,3
tennis:match270:000,4
tennis:match271:000,1
tennis:match272:000,3
tennis:match273:000,1
tennis:match274:000,0
tennis:match275:000,4
tennis:match276:000,2
tennis:match277:000,4
tennis:match278:000,4
tennis:match279:000,1
tennis:match27:000,2
tennis:match280:000,4
tennis:match281:000,3
tennis:match282:000,1
tennis:match283:000,3
tennis:match284:000,0
tennis:match285:000,4
tennis:match286:000,0
tennis:match287:000,4
tennis:match288:000,1
tennis:match289:000,3
tennis:match28:000,4
tennis:match290:000,0
tennis:match291:000,3
tennis:match292:000,2
tennis:match293:000,3
tennis:match294:000,2
tennis:match295:000,4
tennis:match296:000,3
tennis:match297:000,3
tennis:match298:000,2
tennis:match299:000,1
tennis:match29:000,1
tennis:match2:000,4
tennis:match300:000,3
tennis:match301:000,2
tennis:match302:000,3
tennis:match303:000,1
tennis:match304:000,2
tennis:match305:000,2
tennis:match306:000,3
tennis:match307:000,2
tennis:match308:000,0
tennis:match309:000,0
tennis:match30:000,2
tennis:match310:000,1
tennis:match311:000,0
tennis:match312:000,2
tennis:match313:000,3
tennis:match314:000,1
tennis:match315:000,0
tennis:match316:000,3
tennis:match317:000,1
tennis:match318:000,0
tennis:match319:000,3
tennis:match31:000,1
tennis:match320:000,2
tennis:match321:000,2
