segment,fold
GrbEhjVa5hc_000036_000046,4
H7D-B0ady_0_000216_000226,4
HJvx-o9D2FY_000275_000285,3
HRc7MPKa_pE_000077_000087,3
HUuzL4jrdg8_000249_000259,0
HVWk9aS39UQ_000281_000291,0
HrnKr8odjGA_000121_000131,1
IJiR25sosNc_000017_000027,1
IPFph6z4rOM_000034_000044,4
IV0Cg42ytL8_000119_000129,0
IVwK0OulYR8_000166_000176,2
IdvKzSMRiNk_000015_000025,0
Ienx5kFEEOE_000037_000047,4
IgR096Z4VWw_000170_000180,3
IkbKPMFctd4_000025_000035,1
ItTh2exFB9Q_000013_000023,2
J0VfFE8L5QA_000108_000118,0
JDEwMWwvr0Q_000010_000020,1
JEAoPGKSVbM_000213_000223,4
JFTOIb9E7pg_000128_000138,1
JSB_XqAJCUI_000037_000047,2
JsULsNMp16Y_000532_000542,1
K7_tNXH-1JI_000216_000226,1
KAwL2vxKk-Q_000123_000133,0
KDSHy8ZRbFE_000025_000035,0
KGAGYJI51sY_000047_000057,1
KT0Yrkg_D_Y_000179_000189,1
KbFupBYRHww_000015_000025,3
Kbmv94BqZzU_000072_000082,2
KiJVDLCJx-Y_000025_000035,3
KpoArRM9bhw_000043_000053,3
KrXVd1H1eyQ_000222_000232,1
L1hw7CVy52k_000010_000020,3
L4TTR-q80sQ_000053_000063,3
L7s3-bjfzQw_000083_000093,3
LC1cQ5dFg2Y_000021_000031,4
LE4lC18Ttgc_000199_000209,4
LQgJPrqizg0_000076_000086,4
LQiYYpRUU-Y_000258_000268,0
LjXNCpSClhw_000030_000040,2
MH5WLYl3RYk_000141_000151,2
MJ4k-NgDY-s_000031_000041,2
MOe-PtXxvAo_000048_000058,2
Ma1e6LhtPFk_000338_000348,2
MiZJKnhb9_I_000129_000139,2
Moe1Czecmtg_000011_000021,4
MuvwZZFcDgA_000073_000083,4
N1ZVHHTF8ew_000070_000080,0
N6yzjGXOoXQ_000645_000655,3
NbCOvK3LOWc_000000_000010,3
O19eh3Ztbxs_000017_000027,4
O3Ax6gNUJIg_000012_000022,3
O3H_I1bRqwg_000015_000025,4
O66SdGY7618_000052_000062,4
O7K8ri5ondg_000548_000558,0
O7e3zY0_g0E_000028_000038,1
OFAXHJ9D4r0_000043_000053,3
OOHxZTPGauQ_000413_000423,4
OONV768bbO4_000025_000035,4
OXyRdb0HqSs_000017_000027,2
OYRAR2L75Gs_000125_000135,2
OiSQSjoMIg4_000020_000030,4
OtTC0YgD3Ng_000034_000044,0
P22og6c-P4s_000357_000367,4
P7bTorOxTlM_000029_000039,2
P9PNBdPcp4E_000138_000148,4
PKN4CC8djkc_000024_000034,3
PLdCMOubh8U_000153_000163,1
PaRg6oozKJA_000223_000233,2
Py0nNRluCZU_000194_000204,0
Q4f4QwYaS7o_000018_000028,3
QHQKLjqEiMg_000000_000010,0
QIsht_-OZz0_000031_000041,4
QKITZci292U_000143_000153,2
QPAz1mNL-YY_000056_000066,2
QSWTKi1chX0_000023_000033,1
QrmP5cZV9zc_000068_000078,1
QxuKMrzx3pc_000135_000145,1
R7VnpBTx7DI_000231_000241,3
RDyJ_u8HGRE_001084_001094,1
Rf_qFFyjXgo_000110_000120,0
RgfRTR4DPR4_000035_000045,4
RmZx_AleDWk_000148_000158,1
SVoaH53gMEk_000054_000064,1
T0-tK90GSVs_000042_000052,0
T7nQX8gxsBI_000071_000081,1
TF0brHb5dsY_000161_000171,0
TeOXyKTbeuE_000220_000230,4
U0Jd4tJCdpI_000139_000149,2
U8Ig8dHnf7M_000073_000083,1
UGckTSANoQw_000260_000270,3
US9JwK1FV4M_000116_000126,2
Ui-lG01v6zA_000110_000120,3
UkBLgYFdFBY_000022_000032,1
VEhUCQQPYGw_000132_000142,1
VM35dzB-Qis_000075_000085,4
VMD_0tbzhVI_000204_000214,3
VOOAyicRyzE_000263_000273,2
VOft9zJ_k_0_000042_000052,2
Vo1Ezk5nSXc_000231_000241,0
VqXB_SsG4r4_000033_000043,0
WNJllZwYjSI_000282_000292,3
WQMsEZzDhps_000113_000123,2
WU3Aoan76o0_000048_000058,3
WaIcPYknUXI_000088_000098,3
Wtxi9T39SK0_000011_000021,3
WwWLpgRvtBE_000029_000039,1
X8evkyr2ca4_000047_000057,4
XDTrJAEzYn0_000046_000056,2
XXiskIAQZDg_000078_000088,3
XlBsfeCEHGU_000017_000027,4
XpngIYFsShw_000168_000178,0
ZJJzpBjxCyI_000047_000057,2
ZT7QbHYS18k_000117_000127,3
_3Y8zVeaFjk_000016_000026,3
_FnzU8-PWr4_000106_000116,3
_Hs_3qhzbS4_000017_000027,1
_dtc9eFUA_g_000132_000142,1
_i3F7udCvqs_000019_000029,2
a0CR9Lg6kqY_000031_000041,0
a3ELuC7xQRw_000000_000010,0
a55H_ect_Ig_000075_000085,4
aCNa4tUUFUE_000024_000034,3
aFkAC3I0dBM_000012_000022,0
aLEQBgZzvXo_000120_000130,1
aQYhD3AhMVA_000025_000035,0
aR8myR4XXdg_000016_000026,4
aVcUPlNEOS8_000042_000052,3
a_G3DwUJCyM_000087_000097,3
aeyjQzA8Oow_000016_000026,1
ahVmr51SZQk_000013_000023,4
aiK2bo2SuSI_000044_000054,4
ajs8SxwZdeI_000036_000046,1
akljkYoXDqY_000152_000162,4
altYSprtrfI_000018_000028,2
amPQKZ28Fa4_000166_000176,1
aruKovxBivI_000028_000038,3
auyhtpJYFG4_000016_000026,4
aznEq7FtWJc_000222_000232,3
b1WGpNSkLGA_000231_000241,1
b4FNJPHzkuU_000031_000041,0
b7f5N65Hc7s_000140_000150,2
bEDIkXI99jg_000223_000233,4
bGUbpLDFiYY_000017_000027,0
bHepcm-nWNY_000045_000055,3
bMECHvZh79Y_000010_000020,1
bX0f0h9LXCo_000388_000398,4
bXXazoLJOPs_000017_000027,0
baQImRh8h4A_000073_000083,2
beZ9XETeecI_000024_000034,1
bi9QbO3qAY8_000249_000259,0
bmkhksncPwA_000012_000022,4
bp8HkS64wnc_000079_000089,3
bpreIIDbeHA_000174_000184,4
bsqAml2p1ik_000077_000087,4
c-GUe47inss_000028_000038,1
c-W-Ik2tqyI_000184_000194,1
c3i14VUn1r4_000021_000031,0
c62U4ecupac_000219_000229,0
cDpnC6usogk_000118_000128,4
cEWmb_1hOZU_000146_000156,0
cHP0hKqhD4c_000047_000057,0
cKVjwADNL_Q_000111_000121,4
cfiZMrnbCyI_000172_000182,2
cjEqPAZrgRk_000013_000023,1
cpp3plWzHX8_000035_000045,1
d2iZ6O-hJuA_000149_000159,0
d8V9Dl1ifv0_000060_000070,4
dBS8yotfoZk_000016_000026,4
dCzaKaPHjmY_000139_000149,1
dEXgJS_YsNo_000050_000060,0
dFXfe-Vuh7Q_000132_000142,0
dFmJjOvxp70_000021_000031,1
dLzXlXLJ-c8_000828_000838,1
dYzntsfBp4g_000012_000022,3
dhdswSvbc5o_000018_000028,4
dsemzOQtN60_000038_000048,2
e-YTaNkizuE_000311_000321,1
eBr1Pw85Vbo_000077_000087,3
eJEayF27NbI_000421_000431,4
eMASzOu6M00_000044_000054,0
eMnvf1L9ZxI_000024_000034,4
eb-lPOpFSdA_000028_000038,1
elWljMmyqxo_000736_000746,2
f0cl5063ApE_000039_000049,4
fHdKkkFs_Qg_000055_000065,4
fLRs1xfn29c_000032_000042,4
fQtM9snAu0w_000087_000097,4
fR6L9KCX-uA_000010_000020,2
fZBczGKKUr8_000208_000218,2
fc8hRXDtYNs_000016_000026,4
fu89tLZV7dQ_000128_000138,3
g1PzXHRAO1s_000032_000042,0
g3Lr_H194Ic_000468_000478,2
g8BtmVBwJrY_000035_000045,2
gBLj-uk3-Gc_000038_000048,1
gEZPz_goLOI_000184_000194,0
gQhgO6Ei5no_000028_000038,2
gSqB6HR2X3Y_000216_000226,0
gcaQeqj-NBw_000015_000025,3
gdx3HGY1LpI_000014_000024,4
ggKc_BzErzk_000075_000085,4
gxTDPcTmJ18_000063_000073,2
h0NHYiskOI8_000289_000299,3
h0Zgkh5UuZY_000037_000047,3
h4hp0ZO9aMs_000013_000023,1
h7GFBYvjPtw_000028_000038,3
hA0jRJdqcWU_000073_000083,0
hJWiPr8L2ww_000026_000036,2
hcOZu1lFToE_000110_000120,3
hcWNl2P4C7I_000054_000064,1
hggjGDItPe0_000026_000036,0
hhFkFE8BfY4_000059_000069,0
hiB9tbWKdFc_000016_000026,0
hiwHaCxf89I_000221_000231,4
hqMseeTi3Ys_000045_000055,2
hsoQPRhzVaM_000028_000038,3
hv4PLiGaDuM_000882_000892,3
hwrxvV2Fams_000050_000060,2
i2wcH-0PuCI_000208_000218,1
i4Osn7FHahI_000148_000158,0
iTO7UqK800g_000014_000024,0
iXba-lSm7ls_000154_000164,1
iq4nxJ4KLQQ_000013_000023,4
j-EGIuzm1L0_000025_000035,2
j-xqBmqVikg_000037_000047,3
j4_9N4R3XvA_000122_000132,1
j94w0bVbHi4_000240_000250,1
j9RLAeGdvcs_000013_000023,0
jD3SFlzHD_c_000015_000025,4
jM1CmNP88xY_000012_000022,3
jthSZkzBckY_000015_000025,4
k1RuytNorL0_000057_000067,0
kEtlPacwlHw_000049_000059,0
kY8yk2GXzBo_000023_000033,3
klsUZldmfjU_000023_000033,0
kpw7h8IRcOc_000017_000027,0
kwstVnb_-bk_000012_000022,0
l96sqBRNOwQ_000216_000226,3
lKN3YyJiuxo_000013_000023,1
lVvAWn9qc4U_000018_000028,0
lf5Epuf_tEs_000012_000022,3
li5Cw9DZRuY_000035_000045,3
liq6hwlakA0_000125_000135,2
ltM2yunLQy4_000030_000040,1
luLJ_Tp6J14_000196_000206,4
lut94Jx_dTs_000203_000213,4
lxJEsJtP_iU_000047_000057,0
lz_wbCmr57Y_000013_000023,4
m2mUmnQvKy0_000275_000285,4
mX6Th2tMwiw_000155_000165,3
mdkd1IddZvs_000035_000045,3
mqFFZ1IVrmE_000015_000025,2
muUw_brH3RU_000028_000038,2
mwsO3qLdE0I_000062_000072,2
mxrP2eHIAe4_000187_000197,1
mzsKVWptfZw_000180_000190,3
n0ku93VJCyE_000084_000094,4
n151n47wObE_000060_000070,4
n9Bpq44DJ1M_000020_000030,0
nGLufPPGeQU_000394_000404,2
nQLkbhLTlOY_000030_000040,2
nTineqpMAIg_000012_000022,0
naGxqDINHVs_000030_000040,0
ndWJaRSGyCE_000074_000084,3
nfgNHDoCgIo_000016_000026,1
ngDneGNbPVw_000064_000074,2
nox1IQJj3HE_000085_000095,1
nrRUxVXfmYQ_000158_000168,0
nv6T2QKiLlM_000028_000038,0
nx3_Hi4wCvE_000081_000091,3
nxxBbyagvpQ_000042_000052,3
o5Paq3gw16I_000088_000098,1
o8J_BjZKe_0_000010_000020,0
oJZqiPU7GQ8_000027_000037,4
oMiIppOnlV0_000018_000028,4
oNeGb2i2Qjo_000012_000022,3
oR8-fg7iRKI_000024_000034,3
oTCio7AcabE_000061_000071,2
oYjvQgbufAI_000073_000083,4
o_qjWi-_S1w_000577_000587,4
ocj3R8Dd_EU_000075_000085,4
oq39N4p9YNI_000074_000084,2
p3AWpO5V-fA_000200_000210,1
pW6sZWSNIPE_000508_000518,2
q-IrpfHSkJU_000041_000051,4
q-Rl2PxHS1I_000028_000038,1
q0yrRIDFiKQ_000159_000169,4
q4-bcOm0TSQ_000024_000034,4
qBqOlRtGrVE_000018_000028,3
qIDD1oaEjAY_000075_000085,2
qQunn0Q9iOM_000089_000099,4
q_UnWRq5sd0_000081_000091,0
r0oLCcQTvg4_000041_000051,1
rMoGZYsKHR4_000028_000038,4
rPimHUYctrE_000018_000028,2
rQFNdqdK5nY_000080_000090,2
rYolNnf9RN8_000456_000466,3
rf6fAxoqDiI_000016_000026,2
s4MzGCYB9SM_000260_000270,0
s5_LxoUly64_000011_000021,4
s8Snl57Bing_000318_000328,0
sBI9rQNgLHU_000017_000027,2
sbDpaGgemns_000017_000027,2
sgTTVpzSQNs_000014_000024,1
ssOVkxY4QIY_000019_000029,2
sw6y1HnupI0_000012_000022,1
swJy3qU2mJA_000182_000192,1
sxFdYZu7tnk_000171_000181,1
sz5fC707VT8_000596_000606,3
t2yC629YMwM_000462_000472,3
t74X_xyu3X4_000118_000128,1
tb3OmPnnt3s_000000_000010,3
uDDeabsWf2k_000076_000086,2
uDH8F4gOCzg_000016_000026,2
uQ3ZBJp36wg_000030_000040,1
uU7lehxB8m4_000076_000086,0
ubIF4v4dS4Y_000019_000029,4
ucdrPWwTjDk_000026_000036,2
uj1HZfUqfdI_000443_000453,0
uwIJiMYd4oc_000042_000052,3
vEeLKN-gV6A_000012_000022,4
vZU-4b-mzZc_000102_000112,0
vnB5ztbU5xo_000021_000031,3
vs_FrYIZImk_000018_000028,0
w3IjIOztwHI_000044_000054,0
w8qSq4GP-xg_000015_000025,3
w9j5uYXvWOw_000029_000039,4
wDlmtyA2534_001676_001686,2
wdsjrEE5VHk_000120_000130,4
wfAUV2Mf3WM_000081_000091,2
wfkSIyQbdOk_000036_000046,0
wlzuoE8XyBg_000672_000682,2
wrqF9QVRe_A_000173_000183,3
wsVYq5_P-aI_000147_000157,1
x1uTxc4FxfU_000055_000065,3
xML-oYjiZb0_000025_000035,3
xWEXU1vu59w_000142_000152,4
xaCKa-iRLNo_000048_000058,3
yh3TAYllUw8_000119_000129,1
z0u4kWls940_000040_000050,4
zMhnpmpsElw_000035_000045,2
ziYCFGQvL4I_000018_000028,2
